Boost,Seed,At Slot,Blocks,Slots,From Weight,To Weight
0.075,20141,32,1,5,10.975,11.975
0.075,20141,20,1,1,5.75,5.825
0.075,20141,20,1,1,5.75,5.825
0.075,20141,20,1,1,5.75,5.975
0.075,20141,20,1,1,5.75,5.975
0.075,20141,20,1,1,5.75,5.825
0.075,20141,20,1,2,5.975,6.975
0.075,20141,20,1,1,5.75,5.825
0.075,20141,20,1,1,5.75,5.975
0.075,20141,20,1,1,5.75,5.825
0.075,20141,20,1,1,5.75,5.975
0.075,20141,20,1,1,5.75,5.975
0.075,20141,20,1,1,5.75,5.825
0.075,20141,20,1,1,5.75,5.825
0.075,20141,20,1,1,5.75,5.975
0.075,20141,20,1,1,5.75,5.975
0.075,20141,20,1,1,5.75,5.975
0.075,20141,20,1,1,5.75,5.825
0.075,20141,20,1,1,5.75,5.825
0.075,20141,20,1,1,5.75,5.825
0.075,20141,20,1,1,5.75,5.975
0.075,20141,20,1,1,5.75,5.825
0.075,20141,46,1,3,14.275,15.275
0.075,20141,20,1,1,5.75,5.825
0.075,20141,20,1,1,5.75,5.825
0.075,20141,20,1,1,5.75,5.825
0.075,20141,32,1,5,10.975,11.975
0.075,20141,20,1,1,5.75,5.825
0.075,20141,20,1,1,5.75,5.975
0.075,20141,20,1,1,5.75,5.825
0.075,20141,32,1,5,10.975,11.975
0.075,20141,20,1,1,5.75,5.825
0.075,20141,32,1,5,10.975,11.975
0.075,20141,32,1,5,10.975,11.975
0.075,20141,32,1,5,10.975,11.975
0.075,20141,20,1,1,5.825,6.975
0.075,20141,20,1,1,5.75,5.825
0.075,20141,20,1,1,5.75,5.825
0.075,20141,20,1,1,5.75,5.975
0.075,20141,20,1,1,5.75,5.825
0.075,20141,20,1,1,5.75,5.825
0.075,20141,20,1,1,5.75,5.975
0.075,20141,32,1,5,10.975,11.975
0.075,20141,20,1,1,5.75,5.825
0.075,20141,20,1,1,5.75,5.825
0.075,20141,20,1,1,5.75,5.825
0.075,20141,20,1,1,5.75,5.975
0.075,20141,20,1,1,5.75,5.825
0.075,20141,20,1,1,5.75,5.825
0.075,20141,20,1,1,5.75,5.975
0.075,20141,20,1,1,5.75,5.825
0.075,20141,32,1,5,10.975,11.975
0.075,20141,32,1,5,10.975,11.975
0.075,20141,20,1,1,5.75,5.825
0.075,20141,20,1,1,5.75,5.975
0.075,20141,20,1,1,5.75,5.975
0.075,20141,20,1,1,5.75,5.825
0.075,20141,20,1,1,5.75,5.825
0.075,20141,20,1,1,5.75,5.975
0.075,20141,20,1,1,5.75,5.825
0.075,20141,20,1,1,5.75,5.975
0.075,20141,32,1,5,10.975,11.975
0.075,20141,32,1,5,10.975,11.975
0.075,20141,20,1,1,5.75,5.975
0.075,20141,20,1,1,5.75,5.825
0.075,20141,20,1,1,5.75,5.975
0.075,20141,32,1,5,10.975,11.975
0.075,20141,20,1,1,5.75,5.825
0.075,20141,20,1,1,5.75,5.825
0.075,20141,20,1,1,5.75,5.825
0.075,20141,20,1,1,5.75,5.975
0.075,20141,32,1,5,10.975,11.975
0.075,20141,20,1,1,5.75,5.825
0.075,20141,20,1,1,5.75,5.825
0.075,20141,20,1,1,5.75,5.825
0.075,20141,20,1,1,5.75,5.825
0.075,20141,32,1,5,10.975,11.975
0.075,20141,20,1,1,5.75,5.825
0.075,20141,20,1,1,5.75,5.825
0.080,1704,53,1,3,18.520000000000003,19.6
0.080,1704,28,1,1,8.8,9.8
0.080,1704,28,1,1,8.8,9.8
0.080,1704,28,1,1,8.8,9.8
0.080,1704,28,1,1,8.8,9.8
0.080,1704,53,1,3,18.520000000000003,19.6
0.080,1704,53,1,3,18.520000000000003,19.6
0.080,1704,28,1,1,8.8,9.8
0.080,1704,53,1,3,18.520000000000003,19.6
0.080,1704,117,1,4,41.2,41.28
0.080,1704,28,1,1,8.8,9.8
0.080,1704,28,1,1,8.8,9.8
0.080,1704,53,1,3,18.520000000000003,19.6
0.080,1704,56,1,7,19.6,20.6
0.080,1704,28,1,1,8.8,9.8
0.080,1704,28,1,1,8.8,9.8
0.080,1704,53,1,3,18.520000000000003,19.6
0.080,1704,103,1,2,34.88,35.88
0.080,1704,117,1,4,41.2,41.28
0.080,1704,28,1,1,8.8,9.8
0.080,1704,28,1,1,8.8,9.8
0.080,1704,53,1,3,18.520000000000003,19.6
0.080,1704,28,1,1,8.8,9.8
0.080,1704,28,1,1,8.8,9.8
0.080,1704,53,1,3,18.520000000000003,19.6
0.080,1704,28,1,1,8.8,9.8
0.080,1704,53,1,3,18.520000000000003,19.6
0.080,1704,28,1,1,8.8,9.8
0.080,1704,53,1,3,18.520000000000003,19.6
0.080,1704,53,1,3,18.520000000000003,19.6
0.080,1704,53,1,3,18.520000000000003,19.6
0.080,1704,56,1,7,19.6,20.6
0.080,1704,28,1,1,8.8,9.8
0.080,1704,53,1,3,18.520000000000003,19.6
0.080,1704,28,1,1,8.8,9.8
0.080,1704,53,1,3,18.520000000000003,19.6
0.080,1704,28,1,1,8.8,9.8
0.080,1704,53,1,3,18.520000000000003,19.6
0.080,1704,28,1,1,8.8,9.8
0.080,1704,53,1,3,18.520000000000003,19.6
0.080,1704,117,1,4,41.2,41.28
0.080,1704,28,1,1,8.8,9.8
0.080,1704,28,1,1,8.8,9.8
0.080,1704,53,1,3,18.520000000000003,19.6
0.080,1704,53,1,3,18.520000000000003,19.6
0.080,1704,53,1,3,18.520000000000003,19.6
0.080,1704,53,1,3,18.520000000000003,19.6
0.080,1704,28,1,1,8.8,9.8
0.080,1704,53,1,3,18.520000000000003,19.6
0.080,1704,53,1,3,18.520000000000003,19.6
0.080,1704,53,1,3,18.520000000000003,19.6
0.080,1704,53,1,3,18.520000000000003,19.6
0.080,1704,56,1,7,19.6,20.6
0.080,1704,28,1,1,8.8,9.8
0.080,1704,53,1,3,18.520000000000003,19.6
0.080,1704,53,1,3,18.520000000000003,19.6
0.080,1704,53,1,3,18.520000000000003,19.6
0.080,1704,56,1,7,19.6,20.6
0.080,1704,53,1,3,18.520000000000003,19.6
0.080,1704,53,1,3,18.520000000000003,19.6
0.080,1704,28,1,1,8.8,9.8
0.080,1704,53,1,3,18.520000000000003,19.6
0.080,1704,28,1,1,8.8,9.8
0.080,1704,53,1,3,18.520000000000003,19.6
0.080,1704,53,1,3,18.520000000000003,19.6
0.080,1704,53,1,3,18.520000000000003,19.6
0.080,1704,53,1,3,18.520000000000003,19.6
0.080,1704,28,1,1,8.8,9.8
0.080,1704,28,1,1,8.8,9.8
0.080,1704,56,1,7,19.6,20.6
0.080,1704,53,1,3,18.520000000000003,19.6
0.080,1704,53,1,3,18.520000000000003,19.6
0.080,1704,28,1,1,8.8,9.8
0.080,1704,28,1,1,8.8,9.8
0.080,1704,53,1,3,18.520000000000003,19.6
0.080,1704,28,1,1,8.8,9.8
0.080,1704,53,1,3,18.520000000000003,19.6
0.080,1704,53,1,3,18.520000000000003,19.6
0.080,1704,53,1,3,18.520000000000003,19.6
0.080,1704,53,1,3,18.520000000000003,19.6
0.080,1704,28,1,1,8.8,9.8
0.080,1704,53,1,3,18.520000000000003,19.6
0.080,1704,56,1,7,19.6,20.6
0.080,1704,53,1,3,18.520000000000003,19.6
0.080,1704,28,1,1,8.8,9.8
0.080,1704,28,1,1,8.8,9.8
0.080,1704,28,1,1,8.8,9.8
0.080,1704,53,1,3,18.520000000000003,19.6
0.080,1704,28,1,1,8.8,9.8
0.080,1704,53,1,3,18.520000000000003,19.6
0.080,1704,53,1,3,18.520000000000003,19.6
0.080,1704,103,1,2,34.88,35.88
0.080,1704,28,1,1,8.8,9.8
0.080,1704,28,1,1,8.8,9.8
0.085,7845,50,1,5,13.870000000000001,15.295000000000002
0.085,7845,26,1,3,8.105,9.105
0.085,7845,79,1,3,20.57,21.57
0.085,7845,0,1,3,1,2
0.085,7845,26,1,3,8.105,9.105
0.085,7845,79,1,3,20.57,21.57
0.085,7845,0,1,3,1,2
0.085,7845,26,1,3,8.105,9.105
0.085,7845,50,1,5,13.870000000000001,15.295000000000002
0.085,7845,79,1,3,20.57,21.57
0.085,7845,26,1,3,8.105,9.105
0.085,7845,50,1,5,13.870000000000001,15.295000000000002
0.085,7845,79,1,3,20.57,21.57
0.085,7845,0,1,3,1,2
0.085,7845,138,1,3,38.375,39.46
0.085,7845,26,1,3,8.105,9.105
0.085,7845,50,1,5,13.870000000000001,15.295000000000002
0.085,7845,0,1,3,1,2
0.085,7845,26,1,3,8.105,9.105
0.085,7845,24,1,4,7.1049999999999995,8.105
0.085,7845,50,1,5,13.870000000000001,15.295000000000002
0.085,7845,138,1,3,38.375,39.46
0.085,7845,50,1,5,13.870000000000001,15.295000000000002
0.085,7845,26,1,3,8.105,9.105
0.085,7845,101,1,13,28.59,29.59
0.085,7845,26,1,3,8.105,9.105
0.085,7845,26,1,3,8.105,9.105
0.085,7845,79,1,3,20.57,21.57
0.085,7845,79,1,3,20.57,21.57
0.085,7845,26,1,3,8.105,9.105
0.085,7845,26,1,3,8.105,9.105
0.085,7845,79,1,3,20.57,21.57
0.085,7845,26,1,3,8.105,9.105
0.085,7845,26,1,3,8.105,9.105
0.085,7845,79,1,3,20.57,21.57
0.085,7845,0,1,3,1,2
0.085,7845,26,1,3,8.105,9.105
0.085,7845,0,1,3,1,2
0.085,7845,26,1,3,8.105,9.105
0.085,7845,79,1,3,20.57,21.57
0.085,7845,50,1,5,13.870000000000001,15.295000000000002
0.085,7845,26,1,3,8.105,9.105
0.085,7845,26,1,3,8.105,9.105
0.085,7845,50,1,5,13.870000000000001,15.295000000000002
0.085,7845,26,1,3,8.105,9.105
0.085,7845,138,1,3,38.375,39.46
0.085,7845,79,1,3,20.57,21.57
0.085,7845,50,1,5,13.870000000000001,15.295000000000002
0.085,7845,79,1,3,20.57,21.57
0.085,7845,26,1,3,8.105,9.105
0.085,7845,50,1,5,13.870000000000001,15.295000000000002
0.085,7845,50,1,5,13.870000000000001,15.295000000000002
0.085,7845,50,1,5,13.870000000000001,15.295000000000002
0.085,7845,26,1,3,8.105,9.105
0.085,7845,50,1,5,13.870000000000001,15.295000000000002
0.085,7845,26,1,3,8.105,9.105
0.085,7845,26,1,3,8.105,9.105
0.085,7845,26,1,3,8.105,9.105
0.085,7845,26,1,3,8.105,9.105
0.085,7845,138,1,3,38.375,38.46
0.085,7845,138,1,3,38.375,38.46
0.085,7845,26,1,3,8.105,9.105
0.085,7845,138,1,3,38.375,38.46
0.085,7845,26,1,3,8.105,9.105
0.085,7845,79,1,3,20.57,21.57
0.085,7845,79,1,3,20.57,21.57
0.085,7845,26,1,3,8.105,9.105
0.085,7845,26,1,3,8.105,9.105
0.085,7845,0,1,3,1,2
0.085,7845,79,1,3,20.57,21.57
0.085,7845,26,1,3,8.105,9.105
0.085,7845,26,1,3,8.105,9.105
0.085,7845,79,1,3,20.57,21.57
0.085,7845,26,1,3,8.105,9.105
0.085,7845,26,1,3,8.105,9.105
0.085,7845,50,1,5,13.870000000000001,15.295000000000002
0.085,7845,79,1,3,20.57,21.57
0.085,7845,26,1,3,8.105,9.105
0.085,7845,138,1,3,38.375,38.46
0.085,7845,26,1,3,8.105,9.105
0.085,7845,138,1,3,38.375,38.46
0.085,7845,26,1,3,8.105,9.105
0.085,7845,138,1,3,38.375,38.46
0.085,7845,26,1,3,8.105,9.105
0.085,7845,79,1,3,20.57,21.57
0.085,7845,26,1,4,8.105,9.105
0.085,7845,26,1,4,8.105,9.105
0.085,7845,26,1,3,8.105,9.105
0.085,7845,26,1,3,8.105,9.105
0.085,7845,50,1,5,13.870000000000001,15.295000000000002
0.085,7845,79,1,3,20.57,21.57
0.085,7845,26,1,3,8.105,9.105
0.085,7845,26,1,3,8.105,9.105
0.085,7845,50,1,5,13.870000000000001,15.295000000000002
0.085,7845,26,1,3,8.105,9.105
0.085,7845,79,1,3,20.57,21.57
0.085,7845,26,1,3,8.105,9.105
0.085,7845,79,1,3,20.57,21.57
0.090,459,0,1,2,1,2
0.090,459,0,1,2,1,2
0.090,459,0,1,2,1,2
0.090,459,0,1,2,1,2
0.090,459,0,1,2,1,2
0.090,459,0,2,5,2,3
0.090,459,0,2,5,2,3
0.090,459,0,1,2,1,2
0.090,459,0,2,5,2,3
0.090,459,30,1,7,9.17,10.17
0.090,459,0,2,5,2,3
0.090,459,0,2,5,2,3
0.090,459,0,1,2,1,2
0.090,459,0,2,5,2,3
0.090,459,0,1,2,1,2
0.090,459,30,1,7,9.17,10.17
0.090,459,30,1,7,9.17,10.17
0.090,459,30,1,7,9.17,10.17
0.090,459,0,1,2,1,2
0.090,459,0,2,5,2,3
0.090,459,0,1,2,1,2
0.090,459,30,1,7,9.17,10.17
0.090,459,0,2,5,2,3
0.090,459,0,2,5,2,3
0.090,459,0,1,2,1,2
0.090,459,0,1,2,1,2
0.090,459,0,2,5,2,3
0.090,459,0,2,5,2,3
0.090,459,0,1,2,1,2
0.090,459,134,1,4,38.58,39.94
0.090,459,0,1,2,1,2
0.090,459,0,1,2,1,2
0.090,459,0,1,2,1,2
0.090,459,0,2,5,2,3
0.090,459,134,1,4,38.58,39.94
0.090,459,134,1,4,38.58,39.94
0.090,459,0,1,2,1,2
0.090,459,0,1,2,1,2
0.090,459,0,1,2,1,2
0.090,459,0,1,2,1,2
0.090,459,0,1,2,1,2
0.090,459,0,1,2,1,2
0.090,459,0,2,5,2,3
0.090,459,0,1,2,1,2
0.090,459,30,1,7,9.17,10.17
0.090,459,0,1,2,1,2
0.090,459,0,2,5,2,3
0.090,459,0,2,5,2,3
0.090,459,0,1,2,1,2
0.090,459,30,1,7,9.17,10.17
0.090,459,204,1,7,66.55,67.55
0.090,459,0,2,5,2,3
0.090,459,0,1,2,1,2
0.090,459,0,2,5,2,3
0.090,459,0,1,2,1,2
0.090,459,0,1,2,1,2
0.090,459,0,2,5,2,3
0.090,459,167,1,2,52.57,53.57
0.090,459,0,1,2,1,2
0.090,459,0,2,5,2,3
0.090,459,0,2,5,2,3
0.090,459,0,1,2,1,2
0.090,459,0,2,5,2,3
0.090,459,0,2,5,2,3
0.090,459,72,1,3,19.15,20.15
0.090,459,30,1,7,9.17,10.17
0.090,459,0,2,5,2,3
0.090,459,0,1,2,1,2
0.090,459,0,1,2,1,2
0.090,459,158,1,1,45.94,46.94
0.090,459,0,1,2,1,2
0.090,459,0,2,5,2,3
0.090,459,0,2,5,2,3
0.090,459,0,2,5,2,3
0.090,459,0,1,2,1,2
0.090,459,0,2,5,2,3
0.090,459,0,2,5,2,3
0.090,459,158,1,1,45.94,46.94
0.090,459,80,1,4,23.869999999999997,24.869999999999997
0.090,459,0,1,2,1,2
0.090,459,0,2,5,2,3
0.090,459,0,1,2,1,2
0.090,459,0,1,2,1,2
0.090,459,0,2,5,2,3
0.090,459,0,2,5,2,3
0.090,459,0,1,2,1,2
0.090,459,0,2,5,2,3
0.090,459,0,2,5,2,3
0.090,459,0,2,5,2,3
0.090,459,0,2,5,2,3
0.090,459,0,1,2,1,2
0.090,459,0,2,5,2,3
0.090,459,0,1,2,1,2
0.090,459,0,1,2,1,2
0.090,459,0,2,5,2,3
0.090,459,0,1,2,1,2
0.095,14913,58,1,5,12.995,13.995
0.095,14913,58,1,5,12.995,13.995
0.095,14913,58,1,5,12.995,13.995
0.095,14913,84,1,2,21.659999999999997,22.659999999999997
0.095,14913,11,1,1,4,5
0.095,14913,6,1,5,3,4
0.095,14913,6,1,5,3,4
0.095,14913,58,1,5,12.995,13.995
0.095,14913,89,1,2,23.659999999999997,24.659999999999997
0.095,14913,6,1,5,3,4
0.095,14913,58,1,5,12.995,13.995
0.095,14913,6,1,5,3,4
0.095,14913,84,1,2,21.659999999999997,22.659999999999997
0.095,14913,11,1,1,4,5
0.095,14913,58,1,5,12.995,13.995
0.095,14913,6,1,5,3,4
0.095,14913,58,1,5,12.995,13.995
0.095,14913,58,1,5,12.995,13.995
0.095,14913,58,1,5,12.995,13.995
0.095,14913,58,1,5,12.995,13.995
0.095,14913,58,1,5,12.995,13.995
0.095,14913,84,1,2,21.659999999999997,22.659999999999997
0.095,14913,11,1,1,4,5
0.095,14913,84,1,2,21.659999999999997,22.659999999999997
0.095,14913,58,1,5,12.995,13.995
0.095,14913,6,1,5,3,4
0.095,14913,58,1,5,12.995,13.995
0.095,14913,58,1,5,12.995,13.995
0.095,14913,6,1,5,3,4
0.095,14913,84,1,2,21.659999999999997,22.659999999999997
0.095,14913,6,1,5,3,4
0.095,14913,6,1,5,3,4
0.095,14913,58,1,5,12.995,13.995
0.095,14913,58,1,5,12.995,13.995
0.095,14913,6,1,5,3,4
0.095,14913,137,1,3,35.655,37.415
0.095,14913,58,1,5,12.995,13.995
0.095,14913,6,1,5,3,4
0.095,14913,58,1,5,12.995,13.995
0.095,14913,6,1,5,3,4
0.095,14913,89,1,2,23.659999999999997,24.659999999999997
0.095,14913,58,2,7,13.995,14.995
0.095,14913,6,1,5,3,4
0.095,14913,6,1,5,3,4
0.095,14913,84,1,2,21.659999999999997,22.659999999999997
0.095,14913,6,1,5,3,4
0.095,14913,6,1,5,3,4
0.095,14913,6,1,5,3,4
0.095,14913,11,1,1,4,5
0.095,14913,11,1,1,4,5
0.095,14913,6,1,5,3,4
0.095,14913,58,1,5,12.995,13.995
0.095,14913,6,1,5,3,4
0.095,14913,6,1,5,3,4
0.095,14913,58,1,5,12.995,13.995
0.095,14913,6,1,5,3,4
0.095,14913,6,1,5,3,4
0.095,14913,11,1,1,4,5
0.095,14913,6,1,5,3,4
0.095,14913,84,1,2,21.659999999999997,22.659999999999997
0.095,14913,58,1,5,12.995,13.995
0.095,14913,11,1,1,4,5
0.095,14913,58,1,5,12.995,13.995
0.095,14913,6,1,5,3,4
0.095,14913,6,1,5,3,4
0.095,14913,84,1,2,21.659999999999997,22.659999999999997
0.095,14913,6,1,5,3,4
0.095,14913,84,1,2,21.659999999999997,22.659999999999997
0.095,14913,6,1,5,3,4
0.095,14913,58,1,5,12.995,13.995
0.095,14913,58,1,5,12.995,13.995
0.095,14913,58,1,5,12.995,13.995
0.095,14913,6,1,5,3,4
0.095,14913,11,1,1,4,5
0.095,14913,6,1,5,3,4
0.095,14913,58,1,5,12.995,13.995
0.095,14913,84,1,2,21.659999999999997,22.659999999999997
0.095,14913,6,1,5,3,4
0.095,14913,6,1,5,3,4
0.095,14913,58,1,5,12.995,13.995
0.095,14913,6,1,5,3,4
0.095,14913,6,1,5,3,4
0.095,14913,6,1,5,3,4
0.095,14913,84,1,2,21.659999999999997,22.659999999999997
0.095,14913,11,1,1,4,5
0.095,14913,58,1,5,12.995,13.995
0.095,14913,58,1,5,12.995,13.995
0.095,14913,58,1,5,12.995,13.995
0.095,14913,89,1,2,23.659999999999997,24.659999999999997
0.095,14913,58,1,5,12.995,13.995
0.095,14913,6,1,5,3,4
0.095,14913,89,1,2,23.659999999999997,24.659999999999997
0.095,14913,84,1,2,21.659999999999997,22.659999999999997
0.095,14913,58,1,5,12.995,13.995
0.095,14913,6,1,5,3,4
0.095,14913,84,1,2,21.659999999999997,22.659999999999997
0.100,17042,93,1,1,35.3,36.3
0.100,17042,86,1,5,33.3,34.3
0.100,17042,35,1,2,13.7,14.7
0.100,17042,202,1,6,63.8,64.8
0.100,17042,76,1,4,28.599999999999998,30.2
0.100,17042,76,1,4,28.599999999999998,30.2
0.100,17042,36,1,4,14.7,16.5
0.100,17042,76,1,4,28.599999999999998,29.9
0.100,17042,76,1,4,28.599999999999998,29.9
0.100,17042,94,1,3,36.3,37.3
0.100,17042,76,1,4,28.599999999999998,30.2
0.100,17042,86,1,5,33.3,34.3
0.100,17042,86,1,5,33.3,34.3
0.100,17042,76,1,4,28.599999999999998,30.2
0.100,17042,86,1,5,33.3,34.3
0.100,17042,86,1,5,33.3,34.3
0.100,17042,94,1,3,36.3,37.3
0.100,17042,35,1,2,13.7,14.7
0.100,17042,76,1,4,28.599999999999998,29.9
0.100,17042,76,2,5,29.9,30.2
0.100,17042,76,1,4,28.599999999999998,30.2
0.100,17042,76,1,4,28.599999999999998,29.9
0.100,17042,76,1,4,28.599999999999998,29.9
0.100,17042,76,2,5,29.9,30.2
0.100,17042,86,1,5,33.3,34.3
0.100,17042,35,1,2,13.7,14.7
0.100,17042,76,1,4,28.599999999999998,29.9
0.100,17042,93,1,1,35.3,36.3
0.100,17042,35,1,2,13.7,14.7
0.100,17042,35,1,2,13.7,14.7
0.100,17042,35,1,2,13.7,14.7
0.100,17042,86,1,5,33.3,34.3
0.100,17042,76,1,4,28.599999999999998,29.9
0.100,17042,35,1,2,13.7,14.7
0.100,17042,35,1,2,13.7,14.7
0.100,17042,93,1,1,35.3,36.3
0.100,17042,35,1,2,13.7,14.7
0.100,17042,86,1,5,33.3,34.3
0.100,17042,76,1,4,28.599999999999998,29.9
0.100,17042,35,1,2,13.7,14.7
0.100,17042,76,1,4,28.599999999999998,30.2
0.100,17042,257,1,7,82.7,83.7
0.100,17042,86,1,5,33.3,34.3
0.100,17042,76,1,4,28.599999999999998,29.9
0.100,17042,86,1,5,33.3,34.3
0.100,17042,76,1,4,28.599999999999998,30.2
0.100,17042,76,1,4,28.599999999999998,29.9
0.100,17042,76,1,4,28.599999999999998,29.9
0.100,17042,76,2,5,29.9,30.2
0.100,17042,76,1,4,28.599999999999998,30.2
0.100,17042,35,1,2,13.7,14.7
0.100,17042,35,1,2,13.7,14.7
0.100,17042,257,1,7,82.7,83.7
0.100,17042,86,1,5,33.3,34.3
0.100,17042,35,1,2,13.7,14.7
0.100,17042,86,1,5,33.3,34.3
0.100,17042,76,1,4,28.599999999999998,29.9
0.100,17042,30,1,1,10.7,11.7
0.100,17042,86,1,5,33.3,34.3
0.100,17042,76,1,4,28.599999999999998,29.9
0.100,17042,76,1,4,28.599999999999998,29.9
0.100,17042,76,1,4,28.599999999999998,30.2
0.100,17042,94,1,3,36.3,37.3
0.100,17042,35,1,2,13.7,14.7
0.100,17042,35,1,2,13.7,14.7
0.100,17042,76,1,4,28.599999999999998,30.2
0.100,17042,76,1,4,28.599999999999998,29.9
0.100,17042,35,1,2,13.7,14.7
0.100,17042,76,1,4,28.599999999999998,29.9
0.100,17042,86,1,5,33.3,34.3
0.100,17042,35,1,2,13.7,14.7
0.100,17042,76,1,4,28.599999999999998,30.2
0.100,17042,76,1,4,28.599999999999998,29.9
0.100,17042,35,1,2,13.7,14.7
0.100,17042,76,1,4,28.599999999999998,30.2
0.100,17042,86,1,5,33.3,34.3
0.100,17042,76,1,4,28.599999999999998,30.2
0.100,17042,76,1,4,28.599999999999998,29.9
0.100,17042,86,1,5,33.3,34.3
0.100,17042,35,1,2,13.7,14.7
0.100,17042,257,1,7,82.7,83.7
0.100,17042,76,1,4,28.599999999999998,29.9
0.100,17042,35,1,2,13.7,14.7
0.100,17042,35,1,2,13.7,14.7
0.100,17042,35,1,2,13.7,14.7
0.100,17042,35,1,2,13.7,14.7
0.100,17042,76,1,4,28.599999999999998,30.2
0.100,17042,35,1,2,13.7,14.7
0.100,17042,93,1,1,35.3,36.3
0.100,17042,86,1,5,33.3,34.3
0.100,17042,86,1,5,33.3,34.3
0.100,17042,177,1,1,54.699999999999996,55.699999999999996
0.100,17042,179,1,3,57.4,58.4
0.100,17042,76,1,4,28.599999999999998,29.9
0.100,17042,86,1,5,33.3,34.3
